date,nav
06-12-2024,170.62860
05-12-2024,170.84120
04-12-2024,169.17590
03-12-2024,169.10590
02-12-2024,167.85450
29-11-2024,166.85480
28-11-2024,165.35580
27-11-2024,167.85060
26-11-2024,167.29580
25-11-2024,167.48610
22-11-2024,165.31370
21-11-2024,161.46180
19-11-2024,162.62850
18-11-2024,162.17960
14-11-2024,162.72820
13-11-2024,162.88020
12-11-2024,165.12250
11-11-2024,166.90520
08-11-2024,166.95560
07-11-2024,167.30960
06-11-2024,169.26650
05-11-2024,167.36010
04-11-2024,165.85780
31-10-2024,167.31210
30-10-2024,168.21620
29-10-2024,169.08720
28-10-2024,168.08970
25-10-2024,166.99890
24-10-2024,168.50980
23-10-2024,168.75990
22-10-2024,169.01370
21-10-2024,171.12910
18-10-2024,171.63570
17-10-2024,170.90170
16-10-2024,172.43180
15-10-2024,173.02710
14-10-2024,173.51540
11-10-2024,172.38760
10-10-2024,172.62500
09-10-2024,172.51200
08-10-2024,172.72860
07-10-2024,171.22920
04-10-2024,172.74310
03-10-2024,174.37000
01-10-2024,178.14780
30-09-2024,178.24510
27-09-2024,180.78990
26-09-2024,181.05830
25-09-2024,179.59570
24-09-2024,179.15630
23-09-2024,179.14780
20-09-2024,178.12750
19-09-2024,175.53720
18-09-2024,175.27370
17-09-2024,175.55770
16-09-2024,175.31840
13-09-2024,175.13290
12-09-2024,175.35760
11-09-2024,172.10830
10-09-2024,172.95620
09-09-2024,172.23410
06-09-2024,171.65500
05-09-2024,173.67910
04-09-2024,174.05030
03-09-2024,174.61130
02-09-2024,174.60440
30-08-2024,174.31170
29-08-2024,173.73390
28-08-2024,173.04890
27-08-2024,172.81130
26-08-2024,172.76290
23-08-2024,171.47290
22-08-2024,171.37840
21-08-2024,171.09450
20-08-2024,170.60330
19-08-2024,169.73430
16-08-2024,169.46720
14-08-2024,166.69100
13-08-2024,166.65900
12-08-2024,168.09500
09-08-2024,168.12890
08-08-2024,166.39790
07-08-2024,167.64150
06-08-2024,165.47580
05-08-2024,165.90530
02-08-2024,170.45150
01-08-2024,172.42820
31-07-2024,172.00990
30-07-2024,171.36540
29-07-2024,171.20760
26-07-2024,171.20180
25-07-2024,168.25440
24-07-2024,168.30620
23-07-2024,168.75820
22-07-2024,168.94020
19-07-2024,169.09150
18-07-2024,170.92760
16-07-2024,169.63880
15-07-2024,169.44490
12-07-2024,168.86630
11-07-2024,167.57490
10-07-2024,167.63430
09-07-2024,168.38280
08-07-2024,167.59880
05-07-2024,167.62420
04-07-2024,167.44450
03-07-2024,167.33820
02-07-2024,166.22200
01-07-2024,166.34750
28-06-2024,165.44840
27-06-2024,165.66480
26-06-2024,164.45440
25-06-2024,163.44270
24-06-2024,162.18400
21-06-2024,161.93410
20-06-2024,162.36750
19-06-2024,161.96620
18-06-2024,162.24830
14-06-2024,161.61790
13-06-2024,161.10590
12-06-2024,160.58540
11-06-2024,160.18750
10-06-2024,160.11320
07-06-2024,160.32820
06-06-2024,157.11030
05-06-2024,155.73310
04-06-2024,150.69440
03-06-2024,160.05370
31-05-2024,155.02580
30-05-2024,154.58240
29-05-2024,156.06500
28-05-2024,157.32360
27-05-2024,157.62830
24-05-2024,157.80000
23-05-2024,157.86570
22-05-2024,155.32960
21-05-2024,154.77700
17-05-2024,154.34880
16-05-2024,153.92250
15-05-2024,152.48530
14-05-2024,152.60480
13-05-2024,151.82560
10-05-2024,151.49360
09-05-2024,150.59650
08-05-2024,152.96420
07-05-2024,152.96530
06-05-2024,153.89790
03-05-2024,154.12780
02-05-2024,155.31040
30-04-2024,155.01530
29-04-2024,155.28040
26-04-2024,153.75080
25-04-2024,154.78360
24-04-2024,153.63240
23-04-2024,153.39740
22-04-2024,153.18150
19-04-2024,151.88540
18-04-2024,150.84990
16-04-2024,151.89390
15-04-2024,152.74970
12-04-2024,154.44610
10-04-2024,156.04840
09-04-2024,155.28790
08-04-2024,155.45040
05-04-2024,154.40660
04-04-2024,154.41400
03-04-2024,153.86710
02-04-2024,153.99640
01-04-2024,154.05810
31-03-2024,153.13510
28-03-2024,153.14250
27-03-2024,151.74500
26-03-2024,150.93310
22-03-2024,151.57270
21-03-2024,150.99200
20-03-2024,149.80760
19-03-2024,149.66010
18-03-2024,151.29950
15-03-2024,151.08030
14-03-2024,151.92530
13-03-2024,150.90450
12-03-2024,153.22500
11-03-2024,153.20510
07-03-2024,154.31250
06-03-2024,154.17960
05-03-2024,153.37250
04-03-2024,153.71200
01-03-2024,153.25610
29-02-2024,150.81550
28-02-2024,150.59950
27-02-2024,152.29520
26-02-2024,151.77300
23-02-2024,152.39660
22-02-2024,152.43060
21-02-2024,151.31800
20-02-2024,152.29110
19-02-2024,151.76010
16-02-2024,151.20390
15-02-2024,150.28960
14-02-2024,149.77030
13-02-2024,149.10810
12-02-2024,148.23670
09-02-2024,149.37940
08-02-2024,148.92320
07-02-2024,150.29370
06-02-2024,150.28780
05-02-2024,149.19230
02-02-2024,149.75740
01-02-2024,148.68630
31-01-2024,148.88070
30-01-2024,147.48690
29-01-2024,148.96410
25-01-2024,146.33020
24-01-2024,147.02630
23-01-2024,145.55080
19-01-2024,148.18230
18-01-2024,147.02340
17-01-2024,147.77620
16-01-2024,150.92910
15-01-2024,151.37620
12-01-2024,149.98660
11-01-2024,148.29300
10-01-2024,148.09860
09-01-2024,147.59390
08-01-2024,147.37670
05-01-2024,148.73480
04-01-2024,148.37790
03-01-2024,147.41080
02-01-2024,148.42920
01-01-2024,148.95150
29-12-2023,148.88170
28-12-2023,149.20650
27-12-2023,148.36190
26-12-2023,146.90000
22-12-2023,146.27310
21-12-2023,145.62750
20-12-2023,144.90970
19-12-2023,146.98620
18-12-2023,146.75070
15-12-2023,147.01360
14-12-2023,145.13740
13-12-2023,143.38200
12-12-2023,143.24610
11-12-2023,143.86880
08-12-2023,143.68110
07-12-2023,143.21430
06-12-2023,143.46600
05-12-2023,142.90090
04-12-2023,141.75020
01-12-2023,138.88120
30-11-2023,137.95920
29-11-2023,137.71010
28-11-2023,136.29500
24-11-2023,135.64760
23-11-2023,135.69860
22-11-2023,135.76680
21-11-2023,135.57300
20-11-2023,134.96200
17-11-2023,135.22320
16-11-2023,135.45310
15-11-2023,134.81070
13-11-2023,133.22520
10-11-2023,133.10300
09-11-2023,132.89810
08-11-2023,133.22920
07-11-2023,132.97810
06-11-2023,133.01400
03-11-2023,131.77650
02-11-2023,131.09110
01-11-2023,130.06940
31-10-2023,130.68120
30-10-2023,131.10170
27-10-2023,130.46390
26-10-2023,129.16210
25-10-2023,130.97550
23-10-2023,131.96880
20-10-2023,133.75600
19-10-2023,134.29830
18-10-2023,134.60220
17-10-2023,135.56500
16-10-2023,135.02020
13-10-2023,135.15440
12-10-2023,135.44920
11-10-2023,135.56870
10-10-2023,134.73840
09-10-2023,133.52460
06-10-2023,134.49280
05-10-2023,133.75590
04-10-2023,133.00680
03-10-2023,133.64180
29-09-2023,134.39500
27-09-2023,134.93220
26-09-2023,134.57890
25-09-2023,134.64710
22-09-2023,134.64730
21-09-2023,135.11430
20-09-2023,136.20390
18-09-2023,137.79250
15-09-2023,138.19910
14-09-2023,137.58900
13-09-2023,137.36330
12-09-2023,136.83810
11-09-2023,136.86050
08-09-2023,135.65590
07-09-2023,135.02130
06-09-2023,134.22810
05-09-2023,133.98630
04-09-2023,133.67220
01-09-2023,133.03510
31-08-2023,131.79590
30-08-2023,132.43700
29-08-2023,132.40500
28-08-2023,132.15610
25-08-2023,131.88350
24-08-2023,132.71030
23-08-2023,133.10250
22-08-2023,132.77840
21-08-2023,132.75970
18-08-2023,132.14330
17-08-2023,132.50200
16-08-2023,133.18450
14-08-2023,132.97800
11-08-2023,132.92230
10-08-2023,133.65070
09-08-2023,134.26080
08-08-2023,133.75560
07-08-2023,133.93670
04-08-2023,133.39260
03-08-2023,132.46800
02-08-2023,133.43000
01-08-2023,134.78480
31-07-2023,134.92380
28-07-2023,134.19180
27-07-2023,134.26860
26-07-2023,135.06180
25-07-2023,134.39730
24-07-2023,134.34180
21-07-2023,134.83850
20-07-2023,136.42730
19-07-2023,135.40270
18-07-2023,134.83200
17-07-2023,134.57510
14-07-2023,133.57680
13-07-2023,132.52870
12-07-2023,132.26870
11-07-2023,132.64580
10-07-2023,132.06530
07-07-2023,131.90360
06-07-2023,133.02620
05-07-2023,132.35430
04-07-2023,132.29000
03-07-2023,131.83850
30-06-2023,130.93110
28-06-2023,129.44430
27-06-2023,128.39370
26-06-2023,127.53640
23-06-2023,127.36390
22-06-2023,128.08520
21-06-2023,128.66900
20-06-2023,128.39650
19-06-2023,127.98080
16-06-2023,128.43210
15-06-2023,127.49200
14-06-2023,127.91590
13-06-2023,127.64670
12-06-2023,126.86840
09-06-2023,126.61150
08-06-2023,127.08080
07-06-2023,127.70620
06-06-2023,126.84180
05-06-2023,126.80740
02-06-2023,126.40370
01-06-2023,125.97840
31-05-2023,126.29600
30-05-2023,126.90590
29-05-2023,126.66760
26-05-2023,125.99410
25-05-2023,124.78370
24-05-2023,124.54160
23-05-2023,124.96810
22-05-2023,124.74010
19-05-2023,123.98770
18-05-2023,123.48120
17-05-2023,123.83400
16-05-2023,124.54710
15-05-2023,125.05830
12-05-2023,124.48850
11-05-2023,124.36820
10-05-2023,124.49190
09-05-2023,124.15840
08-05-2023,124.14880
05-05-2023,122.82230
04-05-2023,124.09200
03-05-2023,122.96550
02-05-2023,123.35900
28-04-2023,122.79980
27-04-2023,121.75240
26-04-2023,121.06390
25-04-2023,120.76290
24-04-2023,120.58780
21-04-2023,119.77920
20-04-2023,119.77690
19-04-2023,119.73870
18-04-2023,120.02070
17-04-2023,120.33870
13-04-2023,121.16440
12-04-2023,121.04610
11-04-2023,120.43500
10-04-2023,119.76790
06-04-2023,119.60220
05-04-2023,119.31720
03-04-2023,118.23870
31-03-2023,117.98000
29-03-2023,116.08670
28-03-2023,115.21350
27-03-2023,115.44580
24-03-2023,115.17130
23-03-2023,116.06920
22-03-2023,116.57970
21-03-2023,116.27870
20-03-2023,115.46970
17-03-2023,116.23130
16-03-2023,115.45440
15-03-2023,115.36240
14-03-2023,115.84640
13-03-2023,116.60160
10-03-2023,118.36190
09-03-2023,119.56360
08-03-2023,120.68410
06-03-2023,120.39380
03-03-2023,119.60060
02-03-2023,117.75300
01-03-2023,118.62940
28-02-2023,117.63250
27-02-2023,118.23650
24-02-2023,118.73460
23-02-2023,119.04280
22-02-2023,119.33590
21-02-2023,121.18480
20-02-2023,121.30720
17-02-2023,121.98500
16-02-2023,122.60800
15-02-2023,122.47300
14-02-2023,121.80910
13-02-2023,120.73030
10-02-2023,121.31350
09-02-2023,121.56490
08-02-2023,121.41840
07-02-2023,120.38760
06-02-2023,120.68090
03-02-2023,121.29020
02-02-2023,119.63830
01-02-2023,119.67920
31-01-2023,119.99150
30-01-2023,119.90280
27-01-2023,119.60220
25-01-2023,121.55620
24-01-2023,123.09260
23-01-2023,123.09270
20-01-2023,122.47750
19-01-2023,123.02240
18-01-2023,123.39720
17-01-2023,122.63810
16-01-2023,121.56330
13-01-2023,121.98450
12-01-2023,121.31640
11-01-2023,121.57190
10-01-2023,121.69820
09-01-2023,122.96880
06-01-2023,121.32960
05-01-2023,122.23230
04-01-2023,122.57820
03-01-2023,123.86660
02-01-2023,123.62910
30-12-2022,123.00440
29-12-2022,123.58790
28-12-2022,123.12430
27-12-2022,123.19150
26-12-2022,122.39260
23-12-2022,120.98260
22-12-2022,123.16110
21-12-2022,123.64900
20-12-2022,124.91420
19-12-2022,125.15410
16-12-2022,124.12740
15-12-2022,125.11910
14-12-2022,126.78940
13-12-2022,126.43480
12-12-2022,125.68270
09-12-2022,125.68050
08-12-2022,126.44740
07-12-2022,126.11630
06-12-2022,126.67530
05-12-2022,127.07210
02-12-2022,127.04060
01-12-2022,127.83210
30-11-2022,127.46530
29-11-2022,126.51370
28-11-2022,126.13890
25-11-2022,125.80120
24-11-2022,125.60730
23-11-2022,124.13700
22-11-2022,123.98170
21-11-2022,123.41020
18-11-2022,124.41450
17-11-2022,124.66120
16-11-2022,125.10820
15-11-2022,125.06670
14-11-2022,124.56380
11-11-2022,124.70590
10-11-2022,122.52280
09-11-2022,123.39880
07-11-2022,123.69350
04-11-2022,123.11420
03-11-2022,122.67760
02-11-2022,122.88270
01-11-2022,123.30810
31-10-2022,122.38120
28-10-2022,120.84390
27-10-2022,120.50600
25-10-2022,119.86740
21-10-2022,119.32630
20-10-2022,119.24320
19-10-2022,118.89330
18-10-2022,118.70620
17-10-2022,117.51780
14-10-2022,116.65120
13-10-2022,115.48860
12-10-2022,116.23090
11-10-2022,115.28110
10-10-2022,117.02950
07-10-2022,117.53120
06-10-2022,117.64820
04-10-2022,117.25950
03-10-2022,114.62880
30-09-2022,116.03540
29-09-2022,114.16090
28-09-2022,114.43990
27-09-2022,115.44970
26-09-2022,115.51090
23-09-2022,117.62460
22-09-2022,119.67860
21-09-2022,120.27970
20-09-2022,120.94470
19-09-2022,119.62850
16-09-2022,119.01030
15-09-2022,121.36150
14-09-2022,122.21990
13-09-2022,122.67050
12-09-2022,121.76320
09-09-2022,121.06540
08-09-2022,120.83160
07-09-2022,119.64950
06-09-2022,119.86170
05-09-2022,119.93170
02-09-2022,119.07740
01-09-2022,119.10080
30-08-2022,120.57040
29-08-2022,117.54500
26-08-2022,119.21430
25-08-2022,118.96790
24-08-2022,119.52780
23-08-2022,119.34240
22-08-2022,118.75470
19-08-2022,120.57100
18-08-2022,121.88740
17-08-2022,121.74150
16-08-2022,120.93710
12-08-2022,120.07820
11-08-2022,119.80950
10-08-2022,118.92660
08-08-2022,118.84060
05-08-2022,117.92050
04-08-2022,117.81610
03-08-2022,117.85890
02-08-2022,117.55850
01-08-2022,117.51580
29-07-2022,116.27610
28-07-2022,114.72910
27-07-2022,112.78310
26-07-2022,111.69950
25-07-2022,112.69460
22-07-2022,113.29450
21-07-2022,112.52380
20-07-2022,111.88380
19-07-2022,110.66600
18-07-2022,110.23170
15-07-2022,108.68450
14-07-2022,107.93710
13-07-2022,108.09150
12-07-2022,108.71010
11-07-2022,109.77640
08-07-2022,109.80370
07-07-2022,109.20750
06-07-2022,108.23840
05-07-2022,107.03060
04-07-2022,107.19690
01-07-2022,106.61100
30-06-2022,106.80220
29-06-2022,106.89320
28-06-2022,107.23820
27-06-2022,107.11690
24-06-2022,106.22430
23-06-2022,105.26440
22-06-2022,104.29980
21-06-2022,105.81750
20-06-2022,103.87370
17-06-2022,103.48350
16-06-2022,103.93650
15-06-2022,106.16960
14-06-2022,106.34970
13-06-2022,106.63540
10-06-2022,109.51620
09-06-2022,111.37710
08-06-2022,110.54140
07-06-2022,110.94640
06-06-2022,111.97860
03-06-2022,112.07980
02-06-2022,112.37480
01-06-2022,111.66740
31-05-2022,112.08410
30-05-2022,112.42610
27-05-2022,110.34800
26-05-2022,109.12210
25-05-2022,108.06730
24-05-2022,108.65990
23-05-2022,109.26320
20-05-2022,109.61140
19-05-2022,106.53990
18-05-2022,109.44210
17-05-2022,109.57120
16-05-2022,106.76640
13-05-2022,106.36370
12-05-2022,106.53840
11-05-2022,108.85220
10-05-2022,109.34410
09-05-2022,109.76040
06-05-2022,110.49830
05-05-2022,112.32360
04-05-2022,112.29080
02-05-2022,114.92710
29-04-2022,115.15460
28-04-2022,116.11430
27-04-2022,114.69500
26-04-2022,115.78860
25-04-2022,114.12750
22-04-2022,115.59770
21-04-2022,117.08340
20-04-2022,115.35590
19-04-2022,114.15970
18-04-2022,115.60490
13-04-2022,117.64060
12-04-2022,118.01040
11-04-2022,118.98500
08-04-2022,119.72390
07-04-2022,118.74990
06-04-2022,119.88150
05-04-2022,120.88890
04-04-2022,121.52380
01-04-2022,118.94640
31-03-2022,117.56250
30-03-2022,117.78870
29-03-2022,116.62730
28-03-2022,115.93100
25-03-2022,115.46830
24-03-2022,115.93860
23-03-2022,116.09390
22-03-2022,116.56430
21-03-2022,115.23360
17-03-2022,116.37720
16-03-2022,114.27990
15-03-2022,112.17790
14-03-2022,113.58100
11-03-2022,111.96130
10-03-2022,111.72420
09-03-2022,110.04720
08-03-2022,107.81810
07-03-2022,106.80990
04-03-2022,109.38480
03-03-2022,111.08560
02-03-2022,111.81240
28-02-2022,113.07970
25-02-2022,112.16850
24-02-2022,109.41510
23-02-2022,114.90140
22-02-2022,115.09700
21-02-2022,115.86780
18-02-2022,116.30080
17-02-2022,116.49140
16-02-2022,116.61060
15-02-2022,116.78530
14-02-2022,113.36210
11-02-2022,116.86690
10-02-2022,118.42150
09-02-2022,117.45950
08-02-2022,116.11100
07-02-2022,115.75490
04-02-2022,117.78940
03-02-2022,118.08520
02-02-2022,119.53380
01-02-2022,118.17110
31-01-2022,116.58000
28-01-2022,114.98310
27-01-2022,115.03930
25-01-2022,116.16750
24-01-2022,115.30310
21-01-2022,118.45010
20-01-2022,119.38930
19-01-2022,120.59310
18-01-2022,121.75670
17-01-2022,123.06840
14-01-2022,122.71890
13-01-2022,122.73320
12-01-2022,122.42860
11-01-2022,121.37680
10-01-2022,121.02470
07-01-2022,119.74590
06-01-2022,119.29760
05-01-2022,120.50510
04-01-2022,119.69830
03-01-2022,118.48500
31-12-2021,116.66130
30-12-2021,115.65330
29-12-2021,115.72100
28-12-2021,115.85370
27-12-2021,114.86700
24-12-2021,114.31470
23-12-2021,114.77780
22-12-2021,113.99150
21-12-2021,112.71640
20-12-2021,111.66710
17-12-2021,114.16400
16-12-2021,115.93310
15-12-2021,115.75290
14-12-2021,116.44910
13-12-2021,116.74140
10-12-2021,117.70390
09-12-2021,117.74220
08-12-2021,117.42640
07-12-2021,115.45880
06-12-2021,113.68500
03-12-2021,115.59830
02-12-2021,116.97380
01-12-2021,115.39650
30-11-2021,114.16370
29-11-2021,114.63920
26-11-2021,114.45600
25-11-2021,117.88290
24-11-2021,117.06970
23-11-2021,117.66240
22-11-2021,117.08070
18-11-2021,119.39200
17-11-2021,120.29160
16-11-2021,120.96740
15-11-2021,121.70890
12-11-2021,121.66610
11-11-2021,120.12820
10-11-2021,121.06680
09-11-2021,121.24910
08-11-2021,121.41290
03-11-2021,119.81060
02-11-2021,120.21230
01-11-2021,120.47180
